label,participant,filepath,timestamp
SORRY,p01,data/raw\p01\SORRY\sample_005.npy,2026-08-23T15:08:36.736692
SORRY,p01,data/raw\p01\SORRY\sample_006.npy,2026-08-23T15:08:53.525020
SORRY,p01,data/raw\p01\SORRY\sample_007.npy,2026-08-23T15:08:58.122942
SORRY,p01,data/raw\p01\SORRY\sample_008.npy,2026-08-23T15:09:01.341758
SORRY,p01,data/raw\p01\SORRY\sample_009.npy,2026-08-23T15:09:12.473505
SORRY,p01,data/raw\p01\SORRY\sample_010.npy,2026-08-23T15:09:27.336092
SORRY,p01,data/raw\p01\SORRY\sample_011.npy,2026-08-23T15:09:33.276647
SORRY,p01,data/raw\p01\SORRY\sample_012.npy,2026-08-23T15:09:36.797590
SORRY,p01,data/raw\p01\SORRY\sample_013.npy,2026-08-23T15:09:40.723442
SORRY,p01,data/raw\p01\SORRY\sample_014.npy,2026-08-23T15:09:44.207392
SORRY,p01,data/raw\p01\SORRY\sample_015.npy,2026-08-23T15:09:47.702634
SORRY,p01,data/raw\p01\SORRY\sample_016.npy,2026-08-23T15:09:51.412135
SORRY,p01,data/raw\p01\SORRY\sample_017.npy,2026-08-23T15:09:54.941191
SORRY,p01,data/raw\p01\SORRY\sample_018.npy,2026-08-23T15:09:58.416539
SORRY,p01,data/raw\p01\SORRY\sample_019.npy,2026-08-23T15:10:01.766459
SORRY,p01,data/raw\p01\SORRY\sample_020.npy,2026-08-23T15:10:04.950627
SORRY,p01,data/raw\p01\SORRY\sample_021.npy,2026-08-23T15:10:09.618125
SORRY,p01,data/raw\p01\SORRY\sample_022.npy,2026-08-23T15:10:13.375155
SORRY,p01,data/raw\p01\SORRY\sample_023.npy,2026-08-23T15:10:16.497769
SORRY,p01,data/raw\p01\SORRY\sample_024.npy,2026-08-23T15:10:20.762701
YES,p01,data/raw\p01\YES\sample_000.npy,2026-08-23T15:12:24.444500
YES,p01,data/raw\p01\YES\sample_001.npy,2026-08-23T15:12:27.984652
YES,p01,data/raw\p01\YES\sample_002.npy,2026-08-23T15:12:31.121532
YES,p01,data/raw\p01\YES\sample_003.npy,2026-08-23T15:12:34.473185
YES,p01,data/raw\p01\YES\sample_004.npy,2026-08-23T15:12:38.096172
YES,p01,data/raw\p01\YES\sample_005.npy,2026-08-23T15:12:41.796038
YES,p01,data/raw\p01\YES\sample_006.npy,2026-08-23T15:12:44.924297
YES,p01,data/raw\p01\YES\sample_007.npy,2026-08-23T15:12:48.015205
YES,p01,data/raw\p01\YES\sample_008.npy,2026-08-23T15:12:50.933425
YES,p01,data/raw\p01\YES\sample_009.npy,2026-08-23T15:12:53.966517
YES,p01,data/raw\p01\YES\sample_010.npy,2026-08-23T15:12:57.056841
YES,p01,data/raw\p01\YES\sample_011.npy,2026-08-23T15:12:59.706721
YES,p01,data/raw\p01\YES\sample_012.npy,2026-08-23T15:13:03.077942
YES,p01,data/raw\p01\YES\sample_013.npy,2026-08-23T15:13:06.808763
YES,p01,data/raw\p01\YES\sample_014.npy,2026-08-23T15:13:10.060508
YES,p01,data/raw\p01\YES\sample_015.npy,2026-08-23T15:13:13.262798
YES,p01,data/raw\p01\YES\sample_016.npy,2026-08-23T15:13:16.514057
YES,p01,data/raw\p01\YES\sample_017.npy,2026-08-23T15:13:19.556624
YES,p01,data/raw\p01\YES\sample_018.npy,2026-08-23T15:13:22.466174
YES,p01,data/raw\p01\YES\sample_019.npy,2026-08-23T15:13:25.619048
YES,p01,data/raw\p01\YES\sample_020.npy,2026-08-23T15:13:29.094400
YES,p01,data/raw\p01\YES\sample_021.npy,2026-08-23T15:13:32.415071
YES,p01,data/raw\p01\YES\sample_022.npy,2026-08-23T15:13:35.422670
YES,p01,data/raw\p01\YES\sample_023.npy,2026-08-23T15:13:38.461684
YES,p01,data/raw\p01\YES\sample_024.npy,2026-08-23T15:13:41.489710
NO,p01,data/raw\p01\NO\sample_000.npy,2026-08-23T15:14:49.690797
NO,p01,data/raw\p01\NO\sample_001.npy,2026-08-23T15:14:52.884726
NO,p01,data/raw\p01\NO\sample_002.npy,2026-08-23T15:14:55.770718
NO,p01,data/raw\p01\NO\sample_003.npy,2026-08-23T15:14:58.910120
NO,p01,data/raw\p01\NO\sample_004.npy,2026-08-23T15:15:01.735630
NO,p01,data/raw\p01\NO\sample_005.npy,2026-08-23T15:15:04.675855
NO,p01,data/raw\p01\NO\sample_006.npy,2026-08-23T15:15:07.473204
NO,p01,data/raw\p01\NO\sample_007.npy,2026-08-23T15:15:10.465172
NO,p01,data/raw\p01\NO\sample_008.npy,2026-08-23T15:15:13.457545
NO,p01,data/raw\p01\NO\sample_009.npy,2026-08-23T15:15:16.190273
NO,p01,data/raw\p01\NO\sample_010.npy,2026-08-23T15:15:19.639014
NO,p01,data/raw\p01\NO\sample_011.npy,2026-08-23T15:15:22.489697
NO,p01,data/raw\p01\NO\sample_012.npy,2026-08-23T15:15:25.527013
NO,p01,data/raw\p01\NO\sample_013.npy,2026-08-23T15:15:28.586173
NO,p01,data/raw\p01\NO\sample_014.npy,2026-08-23T15:15:31.833481
NO,p01,data/raw\p01\NO\sample_015.npy,2026-08-23T15:15:34.896727
NO,p01,data/raw\p01\NO\sample_016.npy,2026-08-23T15:15:38.570965
NO,p01,data/raw\p01\NO\sample_017.npy,2026-08-23T15:15:41.336467
NO,p01,data/raw\p01\NO\sample_018.npy,2026-08-23T15:15:44.921452
NO,p01,data/raw\p01\NO\sample_019.npy,2026-08-23T15:16:00.894111
NO,p01,data/raw\p01\NO\sample_020.npy,2026-08-23T15:16:04.342552
NO,p01,data/raw\p01\NO\sample_021.npy,2026-08-23T15:16:07.399200
NO,p01,data/raw\p01\NO\sample_022.npy,2026-08-23T15:16:10.620331
NO,p01,data/raw\p01\NO\sample_023.npy,2026-08-23T15:16:13.545027
NO,p01,data/raw\p01\NO\sample_024.npy,2026-08-23T15:16:18.454200
HELP,p01,data/raw\p01\HELP\sample_000.npy,2026-08-23T15:19:14.000275
HELP,p01,data/raw\p01\HELP\sample_001.npy,2026-08-23T15:19:18.812136
HELP,p01,data/raw\p01\HELP\sample_002.npy,2026-08-23T15:19:22.115541
HELP,p01,data/raw\p01\HELP\sample_003.npy,2026-08-23T15:19:25.413395
HELP,p01,data/raw\p01\HELP\sample_004.npy,2026-08-23T15:19:28.910912
HELP,p01,data/raw\p01\HELP\sample_005.npy,2026-08-23T15:19:32.398415
HELP,p01,data/raw\p01\HELP\sample_006.npy,2026-08-23T15:19:35.874777
HELP,p01,data/raw\p01\HELP\sample_007.npy,2026-08-23T15:19:39.161653
HELP,p01,data/raw\p01\HELP\sample_008.npy,2026-08-23T15:19:42.712426
HELP,p01,data/raw\p01\HELP\sample_009.npy,2026-08-23T15:19:46.125424
HELP,p01,data/raw\p01\HELP\sample_010.npy,2026-08-23T15:19:49.501702
HELP,p01,data/raw\p01\HELP\sample_011.npy,2026-08-23T15:19:52.978858
HELP,p01,data/raw\p01\HELP\sample_012.npy,2026-08-23T15:19:56.787564
HELP,p01,data/raw\p01\HELP\sample_013.npy,2026-08-23T15:19:59.877285
HELP,p01,data/raw\p01\HELP\sample_014.npy,2026-08-23T15:20:03.177359
HELP,p01,data/raw\p01\HELP\sample_015.npy,2026-08-23T15:20:07.266893
HELP,p01,data/raw\p01\HELP\sample_016.npy,2026-08-23T15:20:10.669397
HELP,p01,data/raw\p01\HELP\sample_017.npy,2026-08-23T15:20:14.075860
HELP,p01,data/raw\p01\HELP\sample_018.npy,2026-08-23T15:20:22.543297
HELP,p01,data/raw\p01\HELP\sample_019.npy,2026-08-23T15:20:25.859132
HELP,p01,data/raw\p01\HELP\sample_020.npy,2026-08-23T15:20:29.301583
HELP,p01,data/raw\p01\HELP\sample_021.npy,2026-08-23T15:20:32.569134
HELP,p01,data/raw\p01\HELP\sample_022.npy,2026-08-23T15:20:36.572509
HELP,p01,data/raw\p01\HELP\sample_023.npy,2026-08-23T15:20:39.770839
HELP,p01,data/raw\p01\HELP\sample_024.npy,2026-08-23T15:20:42.853593
STOP,p01,data/raw\p01\STOP\sample_000.npy,2026-08-23T15:27:40.110211
STOP,p01,data/raw\p01\STOP\sample_001.npy,2026-08-23T15:27:44.611529
STOP,p01,data/raw\p01\STOP\sample_002.npy,2026-08-23T15:27:48.165908
STOP,p01,data/raw\p01\STOP\sample_003.npy,2026-08-23T15:27:51.746425
STOP,p01,data/raw\p01\STOP\sample_004.npy,2026-08-23T15:27:56.096722
STOP,p01,data/raw\p01\STOP\sample_005.npy,2026-08-23T15:28:02.373299
STOP,p01,data/raw\p01\STOP\sample_006.npy,2026-08-23T15:28:06.455934
STOP,p01,data/raw\p01\STOP\sample_007.npy,2026-08-23T15:28:10.008956
STOP,p01,data/raw\p01\STOP\sample_008.npy,2026-08-23T15:28:13.348616
STOP,p01,data/raw\p01\STOP\sample_009.npy,2026-08-23T15:28:16.705586
STOP,p01,data/raw\p01\STOP\sample_010.npy,2026-08-23T15:28:21.397187
STOP,p01,data/raw\p01\STOP\sample_011.npy,2026-08-23T15:28:24.791747
STOP,p01,data/raw\p01\STOP\sample_012.npy,2026-08-23T15:28:33.616511
STOP,p01,data/raw\p01\STOP\sample_013.npy,2026-08-23T15:28:37.516741
STOP,p01,data/raw\p01\STOP\sample_014.npy,2026-08-23T15:28:58.155350
STOP,p01,data/raw\p01\STOP\sample_015.npy,2026-08-23T15:29:02.436030
STOP,p01,data/raw\p01\STOP\sample_016.npy,2026-08-23T15:29:06.693504
STOP,p01,data/raw\p01\STOP\sample_017.npy,2026-08-23T15:29:10.789642
STOP,p01,data/raw\p01\STOP\sample_018.npy,2026-08-23T15:29:14.403293
STOP,p01,data/raw\p01\STOP\sample_019.npy,2026-08-23T15:29:18.763940
STOP,p01,data/raw\p01\STOP\sample_020.npy,2026-08-23T15:29:23.754277
STOP,p01,data/raw\p01\STOP\sample_021.npy,2026-08-23T15:29:28.764298
STOP,p01,data/raw\p01\STOP\sample_022.npy,2026-08-23T15:29:32.874208
STOP,p01,data/raw\p01\STOP\sample_023.npy,2026-08-23T15:29:36.466966
STOP,p01,data/raw\p01\STOP\sample_024.npy,2026-08-23T15:29:40.546506
PAIN,p01,data/raw\p01\PAIN\sample_000.npy,2026-08-23T15:34:26.197261
PAIN,p01,data/raw\p01\PAIN\sample_001.npy,2026-08-23T15:34:33.719098
PAIN,p01,data/raw\p01\PAIN\sample_002.npy,2026-08-23T15:34:36.678269
PAIN,p01,data/raw\p01\PAIN\sample_003.npy,2026-08-23T15:34:39.802068
PAIN,p01,data/raw\p01\PAIN\sample_004.npy,2026-08-23T15:34:43.142031
PAIN,p01,data/raw\p01\PAIN\sample_005.npy,2026-08-23T15:34:47.940534
PAIN,p01,data/raw\p01\PAIN\sample_006.npy,2026-08-23T15:34:51.436779
PAIN,p01,data/raw\p01\PAIN\sample_007.npy,2026-08-23T15:34:55.565369
PAIN,p01,data/raw\p01\PAIN\sample_008.npy,2026-08-23T15:34:58.848426
PAIN,p01,data/raw\p01\PAIN\sample_009.npy,2026-08-23T15:35:04.244996
PAIN,p01,data/raw\p01\PAIN\sample_010.npy,2026-08-23T15:35:08.809833
PAIN,p01,data/raw\p01\PAIN\sample_011.npy,2026-08-23T15:35:14.566511
PAIN,p01,data/raw\p01\PAIN\sample_012.npy,2026-08-23T15:35:17.926529
PAIN,p01,data/raw\p01\PAIN\sample_013.npy,2026-08-23T15:35:21.590930
PAIN,p01,data/raw\p01\PAIN\sample_014.npy,2026-08-23T15:35:25.375471
PAIN,p01,data/raw\p01\PAIN\sample_015.npy,2026-08-23T15:35:40.150843
PAIN,p01,data/raw\p01\PAIN\sample_016.npy,2026-08-23T15:35:44.246333
PAIN,p01,data/raw\p01\PAIN\sample_017.npy,2026-08-23T15:35:47.875491
PAIN,p01,data/raw\p01\PAIN\sample_018.npy,2026-08-23T15:35:50.593145
PAIN,p01,data/raw\p01\PAIN\sample_019.npy,2026-08-23T15:35:54.718500
PAIN,p01,data/raw\p01\PAIN\sample_020.npy,2026-08-23T15:36:05.643682
PAIN,p01,data/raw\p01\PAIN\sample_021.npy,2026-08-23T15:36:23.626220
PAIN,p01,data/raw\p01\PAIN\sample_022.npy,2026-08-23T15:36:27.360717
PAIN,p01,data/raw\p01\PAIN\sample_023.npy,2026-08-23T15:36:31.531486
PAIN,p01,data/raw\p01\PAIN\sample_024.npy,2026-08-23T15:36:35.072805
EMERGENCY,p01,data/raw\p01\EMERGENCY\sample_000.npy,2026-08-23T18:24:31.947272
EMERGENCY,p01,data/raw\p01\EMERGENCY\sample_001.npy,2026-08-23T18:24:35.690972
EMERGENCY,p01,data/raw\p01\EMERGENCY\sample_002.npy,2026-08-23T18:24:39.298099
EMERGENCY,p01,data/raw\p01\EMERGENCY\sample_003.npy,2026-08-23T18:24:43.126372
EMERGENCY,p01,data/raw\p01\EMERGENCY\sample_004.npy,2026-08-23T18:24:46.608167
EMERGENCY,p01,data/raw\p01\EMERGENCY\sample_005.npy,2026-08-23T18:24:50.021709
EMERGENCY,p01,data/raw\p01\EMERGENCY\sample_006.npy,2026-08-23T18:24:53.569192
EMERGENCY,p01,data/raw\p01\EMERGENCY\sample_007.npy,2026-08-23T18:24:56.594720
EMERGENCY,p01,data/raw\p01\EMERGENCY\sample_008.npy,2026-08-23T18:25:00.172666
EMERGENCY,p01,data/raw\p01\EMERGENCY\sample_009.npy,2026-08-23T18:25:04.038545
EMERGENCY,p01,data/raw\p01\EMERGENCY\sample_010.npy,2026-08-23T18:25:09.713762
EMERGENCY,p01,data/raw\p01\EMERGENCY\sample_011.npy,2026-08-23T18:25:13.112682
EMERGENCY,p01,data/raw\p01\EMERGENCY\sample_012.npy,2026-08-23T18:25:16.834333
EMERGENCY,p01,data/raw\p01\EMERGENCY\sample_013.npy,2026-08-23T18:25:22.753699
EMERGENCY,p01,data/raw\p01\EMERGENCY\sample_014.npy,2026-08-23T18:25:26.288816
EMERGENCY,p01,data/raw\p01\EMERGENCY\sample_015.npy,2026-08-23T18:25:30.037581
EMERGENCY,p01,data/raw\p01\EMERGENCY\sample_016.npy,2026-08-23T18:25:33.207139
EMERGENCY,p01,data/raw\p01\EMERGENCY\sample_017.npy,2026-08-23T18:25:37.179920
EMERGENCY,p01,data/raw\p01\EMERGENCY\sample_018.npy,2026-08-23T18:25:40.438091
EMERGENCY,p01,data/raw\p01\EMERGENCY\sample_019.npy,2026-08-23T18:25:43.698324
EMERGENCY,p01,data/raw\p01\EMERGENCY\sample_020.npy,2026-08-23T18:25:47.022741
EMERGENCY,p01,data/raw\p01\EMERGENCY\sample_021.npy,2026-08-23T18:25:50.017809
EMERGENCY,p01,data/raw\p01\EMERGENCY\sample_022.npy,2026-08-23T18:25:53.475358
EMERGENCY,p01,data/raw\p01\EMERGENCY\sample_023.npy,2026-08-23T18:25:56.328170
EMERGENCY,p01,data/raw\p01\EMERGENCY\sample_024.npy,2026-08-23T18:25:59.348313
WATER,p01,data/raw\p01\WATER\sample_000.npy,2026-08-23T20:09:04.261211
WATER,p01,data/raw\p01\WATER\sample_001.npy,2026-08-23T20:09:08.500557
WATER,p01,data/raw\p01\WATER\sample_002.npy,2026-08-23T20:09:16.352861
WATER,p01,data/raw\p01\WATER\sample_003.npy,2026-08-23T20:09:20.331302
WATER,p01,data/raw\p01\WATER\sample_004.npy,2026-08-23T20:09:23.593849
WATER,p01,data/raw\p01\WATER\sample_005.npy,2026-08-23T20:09:35.028399
WATER,p01,data/raw\p01\WATER\sample_006.npy,2026-08-23T20:09:38.344980
WATER,p01,data/raw\p01\WATER\sample_007.npy,2026-08-23T20:10:03.422411
WATER,p01,data/raw\p01\WATER\sample_008.npy,2026-08-23T20:10:10.118849
WATER,p01,data/raw\p01\WATER\sample_009.npy,2026-08-23T20:10:32.160844
WATER,p01,data/raw\p01\WATER\sample_010.npy,2026-08-23T20:10:35.618246
WATER,p01,data/raw\p01\WATER\sample_011.npy,2026-08-23T20:10:39.555359
WATER,p01,data/raw\p01\WATER\sample_012.npy,2026-08-23T20:10:43.435666
WATER,p01,data/raw\p01\WATER\sample_013.npy,2026-08-23T20:10:49.889495
WATER,p01,data/raw\p01\WATER\sample_014.npy,2026-08-23T20:11:21.878335
WATER,p01,data/raw\p01\WATER\sample_015.npy,2026-08-23T20:11:31.560224
WATER,p01,data/raw\p01\WATER\sample_016.npy,2026-08-23T20:11:35.019137
WATER,p01,data/raw\p01\WATER\sample_017.npy,2026-08-23T20:11:38.110147
WATER,p01,data/raw\p01\WATER\sample_018.npy,2026-08-23T20:11:41.709782
WATER,p01,data/raw\p01\WATER\sample_019.npy,2026-08-23T20:11:50.082834
WATER,p01,data/raw\p01\WATER\sample_020.npy,2026-08-23T20:11:53.371972
WATER,p01,data/raw\p01\WATER\sample_021.npy,2026-08-23T20:11:57.577964
WATER,p01,data/raw\p01\WATER\sample_022.npy,2026-08-23T20:12:00.718093
WATER,p01,data/raw\p01\WATER\sample_023.npy,2026-08-23T20:12:03.999201
HELP,p01,data/raw\p01\HELP\sample_025.npy,2026-08-23T20:25:46.842212
WATER,p01,data/raw\p01\WATER\sample_024.npy,2026-08-23T20:27:14.877181
